Closing Kernel,Images Evaluated,Avg Boundary Edge Alignment ↑,Avg Region Uniformity ↑,Avg Foreground–Background Contrast ↑,Avg Time (ms) ↓
3,5550,0.5113541564405409,0.7767772011284355,0.3630435213647984,0.13900302701536882
5,5550,0.5203692148856065,0.7668918258327622,0.3584073159464442,0.20677828827509992
