method,iterations,learning_rate,depth,l2_leaf_reg,accuracy,macro_precision,macro_recall,macro_f1_score,training_time_seconds,prediction_time_ms_per_roi,samples_evaluated,classes_evaluated,class_labels,per_class_precision,per_class_recall,per_class_f1_score,per_class_support,confusion_matrix
CatBoost,200,0.03,4,3,0.5083833256422089,0.5918988770229039,0.39532815941794397,0.39579362268366675,2.3806564999977127,0.0008523304093760347,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5643153526970954, 'Ripe': 0.47520107238605896, 'Rotten': 0.5106809078771696, 'Unripe': 0.5521541950113379, 'images': 0.8571428571428571}","{'Overripe': 0.21690590111642744, 'Ripe': 0.6701323251417769, 'Rotten': 0.4641990291262136, 'Unripe': 0.6008636644046884, 'images': 0.024539877300613498}","{'Overripe': 0.31336405529953915, 'Ripe': 0.556078431372549, 'Rotten': 0.4863318499682136, 'Unripe': 0.575480059084195, 'images': 0.04771371769383698}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[136, 325, 106, 60, 0], [57, 1418, 314, 326, 1], [33, 583, 765, 267, 0], [12, 484, 150, 974, 1], [3, 174, 163, 137, 12]]"
CatBoost,200,0.03,4,5,0.5100753730195354,0.5968468966427102,0.3975476525469845,0.3988778106655292,2.5967557999829296,0.0007376249789990515,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5743801652892562, 'Ripe': 0.47488278633623576, 'Rotten': 0.5102717031146454, 'Unripe': 0.5580331618067467, 'images': 0.8666666666666667}","{'Overripe': 0.22169059011164274, 'Ripe': 0.6701323251417769, 'Rotten': 0.4672330097087379, 'Unripe': 0.6020974706971005, 'images': 0.026584867075664622}","{'Overripe': 0.31990794016110474, 'Ripe': 0.555860446883575, 'Rotten': 0.4878048780487805, 'Unripe': 0.5792284866468843, 'images': 0.051587301587301584}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[139, 320, 107, 61, 0], [58, 1418, 320, 319, 1], [30, 590, 770, 258, 0], [12, 484, 148, 976, 1], [3, 174, 164, 135, 13]]"
CatBoost,200,0.03,6,1,0.5517612674973081,0.6197451213749192,0.4518583468386653,0.46243386198604053,3.961162699997658,0.0008934317824614564,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6393939393939394, 'Ripe': 0.5252830188679245, 'Rotten': 0.5156431054461182, 'Unripe': 0.6044520547945206, 'images': 0.813953488372093}","{'Overripe': 0.3365231259968102, 'Ripe': 0.6578449905482041, 'Rotten': 0.5400485436893204, 'Unripe': 0.6533004318322023, 'images': 0.07157464212678936}","{'Overripe': 0.44096133751306166, 'Ripe': 0.5841376416281997, 'Rotten': 0.5275637225844695, 'Unripe': 0.627927660836051, 'images': 0.13157894736842105}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[211, 248, 115, 53, 0], [71, 1392, 362, 288, 3], [32, 494, 890, 229, 3], [13, 375, 172, 1059, 2], [3, 141, 187, 123, 35]]"
CatBoost,200,0.03,6,3,0.555453007229657,0.6258478678268485,0.45532391764999136,0.4670389711275454,3.829497300001094,0.0008297338838225015,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.647239263803681, 'Ripe': 0.5282167042889391, 'Rotten': 0.5173812282734647, 'Unripe': 0.6103151862464183, 'images': 0.8260869565217391}","{'Overripe': 0.3365231259968102, 'Ripe': 0.6635160680529301, 'Rotten': 0.5418689320388349, 'Unripe': 0.6570018507094386, 'images': 0.07770961145194274}","{'Overripe': 0.4428121720881427, 'Ripe': 0.5881860075408463, 'Rotten': 0.5293420272673385, 'Unripe': 0.6327985739750446, 'images': 0.14205607476635515}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[211, 246, 115, 55, 0], [66, 1404, 361, 281, 4], [32, 496, 893, 224, 3], [14, 365, 176, 1065, 1], [3, 147, 181, 120, 38]]"
CatBoost,200,0.03,6,5,0.5517612674973081,0.6182999178959768,0.45026290995987284,0.46024480482436053,3.8111275999981444,0.0008157975676586547,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6366459627329193, 'Ripe': 0.5263752825923135, 'Rotten': 0.5169194865810969, 'Unripe': 0.6020350480497456, 'images': 0.8095238095238095}","{'Overripe': 0.3269537480063796, 'Ripe': 0.6602079395085066, 'Rotten': 0.537621359223301, 'Unripe': 0.6570018507094386, 'images': 0.06952965235173825}","{'Overripe': 0.4320337197049526, 'Ripe': 0.5857442348008386, 'Rotten': 0.5270672218917312, 'Unripe': 0.6283185840707964, 'images': 0.128060263653484}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[205, 254, 114, 54, 0], [64, 1397, 357, 294, 4], [33, 493, 886, 233, 3], [17, 368, 170, 1065, 1], [3, 142, 187, 123, 34]]"
CatBoost,200,0.03,8,1,0.6009844639286264,0.6548429940559923,0.5213510986259591,0.5463815296896668,20.253526000014972,0.0009907860338038649,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.685785536159601, 'Ripe': 0.5692124105011933, 'Rotten': 0.5595768374164811, 'Unripe': 0.6580528846153846, 'images': 0.8015873015873016}","{'Overripe': 0.43859649122807015, 'Ripe': 0.6762759924385633, 'Rotten': 0.6098300970873787, 'Unripe': 0.67550894509562, 'images': 0.2065439672801636}","{'Overripe': 0.5350194552529183, 'Ripe': 0.6181425485961123, 'Rotten': 0.5836236933797909, 'Unripe': 0.6666666666666666, 'images': 0.3284552845528455}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[275, 195, 113, 42, 2], [74, 1431, 370, 234, 7], [34, 418, 1005, 185, 6], [15, 333, 168, 1095, 10], [3, 137, 140, 108, 101]]"
CatBoost,200,0.03,8,3,0.5951392093524073,0.6517280484978147,0.5128653668174546,0.5368384805120026,20.34868190000998,0.0009353330251490739,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6683673469387755, 'Ripe': 0.5636942675159236, 'Rotten': 0.552031163049527, 'Unripe': 0.6555819477434679, 'images': 0.8189655172413793}","{'Overripe': 0.4178628389154705, 'Ripe': 0.6691871455576559, 'Rotten': 0.6019417475728155, 'Unripe': 0.6810610734114744, 'images': 0.19427402862985685}","{'Overripe': 0.5142296368989205, 'Ripe': 0.6119273984442524, 'Rotten': 0.5759071117561684, 'Unripe': 0.6680786686838124, 'images': 0.3140495867768595}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[262, 200, 120, 43, 2], [78, 1416, 373, 244, 5], [35, 428, 992, 187, 6], [14, 327, 168, 1104, 8], [3, 141, 144, 106, 95]]"
CatBoost,200,0.03,8,5,0.5919089370866021,0.6529765348029241,0.5076991584279528,0.5315609396369928,18.903647300001467,0.0010580218408111793,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6571428571428571, 'Ripe': 0.5599214145383105, 'Rotten': 0.5556182947487295, 'Unripe': 0.6467455621301775, 'images': 0.8454545454545455}","{'Overripe': 0.40350877192982454, 'Ripe': 0.6734404536862004, 'Rotten': 0.5970873786407767, 'Unripe': 0.6742751388032079, 'images': 0.1901840490797546}","{'Overripe': 0.5, 'Ripe': 0.6114567689337053, 'Rotten': 0.5756069026031003, 'Unripe': 0.6602234974327997, 'images': 0.3105175292153589}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[253, 212, 115, 47, 0], [78, 1425, 361, 247, 5], [35, 429, 984, 194, 6], [15, 338, 169, 1093, 6], [4, 141, 142, 109, 93]]"
CatBoost,200,0.05,4,1,0.5308414090139979,0.5904650396455106,0.4307655436052421,0.4412583389098296,2.6193456999899354,0.0007253345625681055,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6271186440677966, 'Ripe': 0.5009221689413501, 'Rotten': 0.5041420118343195, 'Unripe': 0.5810119386014782, 'images': 0.7391304347826086}","{'Overripe': 0.29505582137161085, 'Ripe': 0.6417769376181475, 'Rotten': 0.5169902912621359, 'Unripe': 0.6304750154225787, 'images': 0.06952965235173825}","{'Overripe': 0.40130151843817785, 'Ripe': 0.5626683240107727, 'Rotten': 0.5104853205512283, 'Unripe': 0.6047337278106509, 'images': 0.12710280373831775}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[185, 264, 117, 61, 0], [64, 1358, 379, 311, 4], [28, 526, 852, 240, 2], [15, 412, 166, 1022, 6], [3, 151, 176, 125, 34]]"
CatBoost,200,0.05,4,3,0.535456083679434,0.5821050049483825,0.4330723897767853,0.44210081339365404,2.6115506000060122,0.0008711428997513561,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6187290969899666, 'Ripe': 0.5064409274935591, 'Rotten': 0.5140298507462686, 'Unripe': 0.5824362606232295, 'images': 0.6888888888888889}","{'Overripe': 0.29505582137161085, 'Ripe': 0.6502835538752363, 'Rotten': 0.5224514563106796, 'Unripe': 0.634176434299815, 'images': 0.06339468302658487}","{'Overripe': 0.39956803455723544, 'Ripe': 0.569418580591765, 'Rotten': 0.518206439963888, 'Unripe': 0.607206142941524, 'images': 0.11610486891385768}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[185, 263, 115, 64, 0], [65, 1376, 365, 306, 4], [31, 512, 861, 240, 4], [15, 409, 163, 1028, 6], [3, 157, 171, 127, 31]]"
CatBoost,200,0.05,4,5,0.5360713736348254,0.5874689120774225,0.4324648553907977,0.4410342238829018,2.4684670999995433,0.0007203045691733264,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6258503401360545, 'Ripe': 0.50675428988682, 'Rotten': 0.5147501505117399, 'Unripe': 0.5826727066817667, 'images': 0.7073170731707317}","{'Overripe': 0.2934609250398724, 'Ripe': 0.6559546313799622, 'Rotten': 0.5188106796116505, 'Unripe': 0.634793337446021, 'images': 0.05930470347648262}","{'Overripe': 0.3995656894679696, 'Ripe': 0.5717816683831102, 'Rotten': 0.5167724388032638, 'Unripe': 0.6076173604960142, 'images': 0.10943396226415095}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[184, 266, 113, 64, 0], [64, 1388, 360, 300, 4], [28, 512, 855, 251, 2], [15, 415, 156, 1029, 6], [3, 158, 177, 122, 29]]"
CatBoost,200,0.05,6,1,0.5892939547761883,0.643047847674123,0.5081141504714312,0.5315978725892407,4.249182200001087,0.0008981541330128028,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6692111959287532, 'Ripe': 0.5615015974440895, 'Rotten': 0.5456570155902004, 'Unripe': 0.6439976345357776, 'images': 0.7948717948717948}","{'Overripe': 0.4194577352472089, 'Ripe': 0.6644612476370511, 'Rotten': 0.5946601941747572, 'Unripe': 0.6718075262183837, 'images': 0.1901840490797546}","{'Overripe': 0.515686274509804, 'Ripe': 0.6086580086580087, 'Rotten': 0.5691056910569106, 'Unripe': 0.657608695652174, 'images': 0.3069306930693069}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[263, 197, 120, 46, 1], [77, 1406, 374, 250, 9], [37, 429, 980, 197, 5], [13, 340, 170, 1089, 9], [3, 132, 152, 109, 93]]"
CatBoost,200,0.05,6,3,0.5826795877557299,0.6341510218708022,0.49811446956747263,0.519917744728475,4.003190200019162,0.0011007229665314633,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6475195822454308, 'Ripe': 0.5585297642828606, 'Rotten': 0.540420819490587, 'Unripe': 0.6352941176470588, 'images': 0.7889908256880734}","{'Overripe': 0.39553429027113235, 'Ripe': 0.6606805293005671, 'Rotten': 0.5922330097087378, 'Unripe': 0.6662553979025293, 'images': 0.17586912065439672}","{'Overripe': 0.4910891089108911, 'Ripe': 0.6053258281013206, 'Rotten': 0.5651418645049219, 'Unripe': 0.6504065040650406, 'images': 0.28762541806020064}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[248, 197, 127, 52, 3], [80, 1398, 373, 259, 6], [38, 432, 976, 196, 6], [14, 338, 181, 1080, 8], [3, 138, 149, 113, 86]]"
CatBoost,200,0.05,6,5,0.5774496231349023,0.6314145585666612,0.49034700547943855,0.5111196899518269,4.093725099985022,0.0012190278436945041,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6522911051212938, 'Ripe': 0.5547647291419533, 'Rotten': 0.5356744704570792, 'Unripe': 0.6264637002341921, 'images': 0.7878787878787878}","{'Overripe': 0.38596491228070173, 'Ripe': 0.6630434782608695, 'Rotten': 0.5831310679611651, 'Unripe': 0.6600863664404688, 'images': 0.15950920245398773}","{'Overripe': 0.4849699398797595, 'Ripe': 0.6040904198062432, 'Rotten': 0.5583962812318419, 'Unripe': 0.64283568639231, 'images': 0.2653061224489796}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[242, 202, 128, 54, 1], [73, 1403, 374, 260, 6], [38, 438, 961, 204, 7], [15, 348, 181, 1070, 7], [3, 138, 150, 120, 78]]"
CatBoost,200,0.05,8,1,0.6277495769881557,0.6700070516289929,0.5596076318517594,0.5871618928560381,19.53139309998369,0.0009384556185887343,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6993166287015945, 'Ripe': 0.5949055053410025, 'Rotten': 0.5836533187054306, 'Unripe': 0.6900369003690037, 'images': 0.7821229050279329}","{'Overripe': 0.48963317384370014, 'Ripe': 0.6843100189035917, 'Rotten': 0.6456310679611651, 'Unripe': 0.6921653300431833, 'images': 0.28629856850715746}","{'Overripe': 0.575984990619137, 'Ripe': 0.6364835164835165, 'Rotten': 0.61307980409104, 'Unripe': 0.6910994764397905, 'images': 0.41916167664670656}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[307, 176, 104, 36, 4], [73, 1448, 367, 219, 9], [40, 374, 1064, 157, 13], [15, 311, 160, 1122, 13], [4, 125, 128, 92, 140]]"
CatBoost,200,0.05,8,3,0.6229810798338717,0.672019855608383,0.5507990968038395,0.5777486268599856,18.981064299994614,0.000996446699728346,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6866359447004609, 'Ripe': 0.5922729140978216, 'Rotten': 0.5802401746724891, 'Unripe': 0.6804374240583232, 'images': 0.8205128205128205}","{'Overripe': 0.47527910685805425, 'Ripe': 0.6810018903591682, 'Rotten': 0.6450242718446602, 'Unripe': 0.6909315237507712, 'images': 0.261758691206544}","{'Overripe': 0.5617342130065975, 'Ripe': 0.6335458342492856, 'Rotten': 0.610919540229885, 'Unripe': 0.6856443220079583, 'images': 0.39689922480620154}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[298, 172, 115, 39, 3], [77, 1441, 357, 233, 8], [41, 375, 1063, 162, 7], [14, 310, 167, 1120, 10], [4, 135, 130, 92, 128]]"
CatBoost,200,0.05,8,5,0.6183664051684357,0.6702143834690487,0.5488640801296762,0.5765938702818165,20.347202800010564,0.0009588832529185781,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6889400921658986, 'Ripe': 0.5845964768537485, 'Rotten': 0.5771554091158704, 'Unripe': 0.6753799392097265, 'images': 0.825}","{'Overripe': 0.4768740031897927, 'Ripe': 0.6743856332703214, 'Rotten': 0.6377427184466019, 'Unripe': 0.6853793954349168, 'images': 0.26993865030674846}","{'Overripe': 0.5636192271442035, 'Ripe': 0.6262892253675664, 'Rotten': 0.6059383107523783, 'Unripe': 0.6803429271279853, 'images': 0.4067796610169492}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[299, 179, 107, 39, 3], [78, 1427, 370, 231, 10], [40, 381, 1051, 171, 5], [14, 321, 165, 1111, 10], [3, 133, 128, 93, 132]]"
CatBoost,200,0.1,4,1,0.5649900015382249,0.6027388939725704,0.4737784287346152,0.4887711768388132,2.908824900019681,0.0009011229027923351,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6216931216931217, 'Ripe': 0.536317235963879, 'Rotten': 0.5328874024526199, 'Unripe': 0.6227967097532315, 'images': 0.7}","{'Overripe': 0.3748006379585327, 'Ripe': 0.6455576559546313, 'Rotten': 0.5800970873786407, 'Unripe': 0.6539173349784084, 'images': 0.11451942740286299}","{'Overripe': 0.46766169154228854, 'Ripe': 0.585888912717135, 'Rotten': 0.5554909936083672, 'Unripe': 0.6379777309659946, 'images': 0.1968365553602812}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[235, 228, 113, 48, 3], [85, 1366, 384, 275, 6], [41, 441, 956, 203, 7], [14, 368, 171, 1060, 8], [3, 144, 170, 116, 56]]"
CatBoost,200,0.1,4,3,0.5665282264267035,0.5899279171403157,0.47529808864762496,0.4897976871687992,2.4299378999858163,0.0009334256251939552,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6220472440944882, 'Ripe': 0.5397951142631994, 'Rotten': 0.5330717488789237, 'Unripe': 0.6255119953188999, 'images': 0.6292134831460674}","{'Overripe': 0.37799043062200954, 'Ripe': 0.6474480151228733, 'Rotten': 0.5770631067961165, 'Unripe': 0.6594694632942628, 'images': 0.11451942740286299}","{'Overripe': 0.47023809523809523, 'Ripe': 0.588740868070477, 'Rotten': 0.5541958041958042, 'Unripe': 0.6420420420420421, 'images': 0.19377162629757785}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[237, 216, 117, 56, 1], [81, 1370, 384, 269, 12], [44, 448, 951, 199, 6], [16, 361, 161, 1069, 14], [3, 143, 171, 116, 56]]"
CatBoost,200,0.1,4,5,0.5606829718504845,0.5905810521735078,0.47091258568448974,0.48696721311834457,2.265101199998753,0.0010174280858041805,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6118598382749326, 'Ripe': 0.5289288506645817, 'Rotten': 0.5273972602739726, 'Unripe': 0.6251448435689455, 'images': 0.6595744680851063}","{'Overripe': 0.3620414673046252, 'Ripe': 0.639413988657845, 'Rotten': 0.5606796116504854, 'Unripe': 0.6656384947563233, 'images': 0.12678936605316973}","{'Overripe': 0.45490981963927857, 'Ripe': 0.5789473684210527, 'Rotten': 0.5435294117647059, 'Unripe': 0.6447564983567374, 'images': 0.21269296740994853}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[227, 236, 112, 50, 2], [86, 1353, 395, 274, 8], [40, 469, 924, 208, 7], [15, 354, 158, 1079, 15], [3, 146, 163, 115, 62]]"
