method,iterations,learning_rate,depth,l2_leaf_reg,accuracy,macro_precision,macro_recall,macro_f1_score,training_time_seconds,prediction_time_ms_per_roi,samples_evaluated,classes_evaluated,class_labels,per_class_precision,per_class_recall,per_class_f1_score,per_class_support,confusion_matrix
CatBoost,100,0.03,4,1,0.4796185202276573,0.4156748085760082,0.35962623675797084,0.3528089547470962,1.9869872000126634,0.0009319796962192212,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6097560975609756, 'Ripe': 0.44339622641509435, 'Rotten': 0.5045795170691091, 'Unripe': 0.5206422018348624, 'images': 0.0}","{'Overripe': 0.1594896331738437, 'Ripe': 0.7107750472589792, 'Rotten': 0.36771844660194175, 'Unripe': 0.5601480567550895, 'images': 0.0}","{'Overripe': 0.2528445006321112, 'Ripe': 0.5461147421931736, 'Rotten': 0.4254124254124254, 'Unripe': 0.5396731054977711, 'images': 0.0}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[100, 378, 80, 69, 0], [35, 1504, 236, 341, 0], [17, 743, 606, 282, 0], [9, 566, 138, 908, 0], [3, 201, 141, 144, 0]]"
CatBoost,100,0.03,4,3,0.48177203507152744,0.41784155153109614,0.3618897829322275,0.3548742000420264,1.5005251999828033,0.0010112598062780999,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6153846153846154, 'Ripe': 0.4455562095350206, 'Rotten': 0.5051813471502591, 'Unripe': 0.5230855855855856, 'images': 0.0}","{'Overripe': 0.16586921850079744, 'Ripe': 0.7155009451795841, 'Rotten': 0.3549757281553398, 'Unripe': 0.5731030228254164, 'images': 0.0}","{'Overripe': 0.2613065326633166, 'Ripe': 0.5491476242292347, 'Rotten': 0.41696364932287955, 'Unripe': 0.5469531939947012, 'images': 0.0}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[104, 372, 82, 69, 0], [35, 1514, 225, 342, 0], [20, 750, 585, 293, 0], [7, 561, 124, 929, 0], [3, 201, 142, 143, 0]]"
CatBoost,100,0.03,4,5,0.483464082448854,0.42498208228283196,0.36188365491786884,0.3545957820372826,1.3432909999974072,0.0010316259066670689,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6428571428571429, 'Ripe': 0.44557922381091336, 'Rotten': 0.5121527777777778, 'Unripe': 0.5243212669683258, 'images': 0.0}","{'Overripe': 0.15789473684210525, 'Ripe': 0.7216446124763705, 'Rotten': 0.3580097087378641, 'Unripe': 0.5718692165330043, 'images': 0.0}","{'Overripe': 0.2535211267605634, 'Ripe': 0.55096518130976, 'Rotten': 0.42142857142857143, 'Unripe': 0.5470640306875184, 'images': 0.0}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[99, 381, 76, 71, 0], [28, 1527, 225, 336, 0], [17, 759, 590, 282, 0], [7, 559, 128, 927, 0], [3, 201, 133, 152, 0]]"
CatBoost,100,0.03,6,1,0.5217658821719735,0.606694935706679,0.41043975201506966,0.41557700518674096,1.9697067999804858,0.0012261959725345943,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.625531914893617, 'Ripe': 0.4890335846470185, 'Rotten': 0.5186375321336761, 'Unripe': 0.5602716468590832, 'images': 0.84}","{'Overripe': 0.23444976076555024, 'Ripe': 0.6743856332703214, 'Rotten': 0.48968446601941745, 'Unripe': 0.6107341147439852, 'images': 0.04294478527607362}","{'Overripe': 0.34106728538283065, 'Ripe': 0.5669447755264203, 'Rotten': 0.5037453183520599, 'Unripe': 0.5844155844155844, 'images': 0.08171206225680934}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[147, 314, 105, 61, 0], [52, 1427, 325, 311, 1], [20, 554, 807, 265, 2], [13, 458, 159, 990, 1], [3, 165, 160, 140, 21]]"
CatBoost,100,0.03,6,3,0.5209967697277342,0.6061372919350744,0.40940100166474513,0.41472143931329714,2.082074100006139,0.0014067528104082087,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6137339055793991, 'Ripe': 0.4902630679877007, 'Rotten': 0.5138620245003224, 'Unripe': 0.5609756097560976, 'images': 0.8518518518518519}","{'Overripe': 0.22807017543859648, 'Ripe': 0.6781663516068053, 'Rotten': 0.4836165048543689, 'Unripe': 0.6101172115977791, 'images': 0.04703476482617587}","{'Overripe': 0.3325581395348837, 'Ripe': 0.5691056910569106, 'Rotten': 0.49828071272272584, 'Unripe': 0.58451536643026, 'images': 0.08914728682170543}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[143, 311, 111, 62, 0], [49, 1435, 310, 321, 1], [23, 571, 797, 255, 2], [15, 450, 166, 989, 1], [3, 160, 167, 136, 23]]"
CatBoost,100,0.03,6,5,0.5214582371942778,0.6058022797167714,0.40948693764489946,0.41415813445635363,1.9092128000047524,0.0009082295066451975,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6320346320346321, 'Ripe': 0.49245024021962935, 'Rotten': 0.5140664961636828, 'Unripe': 0.5571266968325792, 'images': 0.8333333333333334}","{'Overripe': 0.23285486443381181, 'Ripe': 0.6781663516068053, 'Rotten': 0.4878640776699029, 'Unripe': 0.607649599012955, 'images': 0.0408997955010225}","{'Overripe': 0.34032634032634035, 'Ripe': 0.5705765407554672, 'Rotten': 0.5006226650062267, 'Unripe': 0.5812924166420773, 'images': 0.07797270955165692}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[146, 309, 111, 61, 0], [45, 1435, 313, 322, 1], [24, 558, 804, 260, 2], [13, 455, 167, 985, 1], [3, 157, 169, 140, 20]]"
CatBoost,100,0.03,8,1,0.5611444393170282,0.6284857446854714,0.45642397115723093,0.469098606931359,11.219361099996604,0.000870235349110247,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6378737541528239, 'Ripe': 0.5328413284132841, 'Rotten': 0.52989449003517, 'Unripe': 0.6148960739030023, 'images': 0.8269230769230769}","{'Overripe': 0.3062200956937799, 'Ripe': 0.6824196597353497, 'Rotten': 0.5485436893203883, 'Unripe': 0.6570018507094386, 'images': 0.08793456032719836}","{'Overripe': 0.41379310344827586, 'Ripe': 0.5984251968503937, 'Rotten': 0.5390578413834228, 'Unripe': 0.6352520131225768, 'images': 0.1589648798521257}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[192, 250, 127, 58, 0], [57, 1444, 348, 263, 4], [29, 490, 904, 222, 3], [20, 371, 163, 1065, 2], [3, 155, 164, 124, 43]]"
CatBoost,100,0.03,8,3,0.5551453622519612,0.6298897886984386,0.449201019709247,0.4597533114017297,11.171059100015555,0.0008218120280014306,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6308724832214765, 'Ripe': 0.525890561880279, 'Rotten': 0.522248243559719, 'Unripe': 0.6132947976878613, 'images': 0.8571428571428571}","{'Overripe': 0.29984051036682613, 'Ripe': 0.6767485822306238, 'Rotten': 0.5412621359223301, 'Unripe': 0.6545342381246144, 'images': 0.0736196319018405}","{'Overripe': 0.4064864864864865, 'Ripe': 0.5918578218640215, 'Rotten': 0.531585220500596, 'Unripe': 0.6332438078185616, 'images': 0.13559322033898305}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[188, 262, 120, 57, 0], [62, 1432, 360, 259, 3], [27, 508, 892, 218, 3], [18, 371, 171, 1061, 0], [3, 150, 165, 135, 36]]"
CatBoost,100,0.03,8,5,0.5531456698969389,0.6276417329722631,0.44706240933128677,0.45712837742397816,10.546598899993114,0.0011753730202350727,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6342281879194631, 'Ripe': 0.5252008765522279, 'Rotten': 0.5242890995260664, 'Unripe': 0.6044905008635578, 'images': 0.85}","{'Overripe': 0.3014354066985646, 'Ripe': 0.6795841209829868, 'Rotten': 0.5370145631067961, 'Unripe': 0.6477483035163479, 'images': 0.06952965235173825}","{'Overripe': 0.40864864864864864, 'Ripe': 0.5925010300782859, 'Rotten': 0.5305755395683454, 'Unripe': 0.6253722453841573, 'images': 0.1285444234404537}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[189, 264, 118, 56, 0], [58, 1438, 345, 273, 2], [28, 505, 885, 227, 3], [20, 381, 169, 1050, 1], [3, 150, 171, 131, 34]]"
CatBoost,100,0.05,4,1,0.5039224734656207,0.5437378985377855,0.3894216562117597,0.3867326120822539,1.2977191999962088,0.0008188740184771003,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5982532751091703, 'Ripe': 0.4726666666666667, 'Rotten': 0.5037338764426341, 'Unripe': 0.5440356744704571, 'images': 0.6}","{'Overripe': 0.21850079744816586, 'Ripe': 0.6701323251417769, 'Rotten': 0.45024271844660196, 'Unripe': 0.6020974706971005, 'images': 0.006134969325153374}","{'Overripe': 0.32009345794392524, 'Ripe': 0.5543393275996873, 'Rotten': 0.4754886254405639, 'Unripe': 0.5715959004392387, 'images': 0.012145748987854251}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[137, 329, 97, 64, 0], [50, 1418, 311, 336, 1], [26, 601, 742, 278, 1], [13, 475, 157, 976, 0], [3, 177, 166, 140, 3]]"
CatBoost,100,0.05,4,3,0.5043839409321643,0.5215331696255072,0.38907375609820216,0.3858860746797713,1.260045100003481,0.0008375019249370916,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5833333333333334, 'Ripe': 0.47340247574439615, 'Rotten': 0.5077545515846258, 'Unripe': 0.5431754874651811, 'images': 0.5}","{'Overripe': 0.21212121212121213, 'Ripe': 0.6687145557655955, 'Rotten': 0.45691747572815533, 'Unripe': 0.6014805675508945, 'images': 0.006134969325153374}","{'Overripe': 0.3111111111111111, 'Ripe': 0.55435847208619, 'Rotten': 0.48099648674544876, 'Unripe': 0.5708430913348946, 'images': 0.012121212121212121}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[133, 322, 104, 68, 0], [54, 1415, 309, 337, 1], [26, 595, 753, 273, 1], [12, 479, 154, 975, 1], [3, 178, 163, 142, 3]]"
CatBoost,100,0.05,4,5,0.5017689586217505,0.5929143814768989,0.3876020488649866,0.3859428318893969,1.277281500020763,0.0013140439933102587,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5919282511210763, 'Ripe': 0.4695162359178264, 'Rotten': 0.5047619047619047, 'Unripe': 0.5412226584408301, 'images': 0.8571428571428571}","{'Overripe': 0.21052631578947367, 'Ripe': 0.6696597353497165, 'Rotten': 0.45024271844660196, 'Unripe': 0.595311536088834, 'images': 0.012269938650306749}","{'Overripe': 0.31058823529411766, 'Ripe': 0.5520062329567589, 'Rotten': 0.4759461193072482, 'Unripe': 0.5669800235017627, 'images': 0.024193548387096774}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[132, 331, 96, 68, 0], [52, 1417, 314, 333, 0], [24, 607, 742, 275, 0], [12, 487, 156, 965, 1], [3, 176, 162, 142, 6]]"
CatBoost,100,0.05,6,1,0.5474542378095678,0.6316553861816345,0.44383478769706697,0.4538052329807075,1.9649137999804225,0.0008724657742748113,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6319218241042345, 'Ripe': 0.5203969128996693, 'Rotten': 0.5207100591715976, 'Unripe': 0.5933562428407789, 'images': 0.8918918918918919}","{'Overripe': 0.3094098883572568, 'Ripe': 0.6691871455576559, 'Rotten': 0.5339805825242718, 'Unripe': 0.6391116594694632, 'images': 0.06748466257668712}","{'Overripe': 0.41541755888650966, 'Ripe': 0.5854868720281166, 'Rotten': 0.5272618334331935, 'Unripe': 0.6153846153846154, 'images': 0.12547528517110265}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[194, 260, 114, 59, 0], [64, 1416, 347, 288, 1], [32, 492, 880, 241, 3], [14, 397, 174, 1036, 0], [3, 156, 175, 122, 33]]"
CatBoost,100,0.05,6,3,0.5451469004768497,0.6241333215675805,0.44046065396097944,0.4506978010958621,1.9750174999935552,0.0007936317483534806,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6094276094276094, 'Ripe': 0.5144002916514765, 'Rotten': 0.5206216377764495, 'Unripe': 0.5981682884945622, 'images': 0.8780487804878049}","{'Overripe': 0.2886762360446571, 'Ripe': 0.6668241965973535, 'Rotten': 0.5285194174757282, 'Unripe': 0.6446637877853177, 'images': 0.0736196319018405}","{'Overripe': 0.3917748917748918, 'Ripe': 0.5807779378472937, 'Rotten': 0.5245408009635651, 'Unripe': 0.6205463182897862, 'images': 0.13584905660377358}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[181, 275, 117, 54, 0], [67, 1411, 340, 296, 2], [30, 518, 871, 226, 3], [16, 384, 176, 1045, 0], [3, 155, 169, 126, 36]]"
CatBoost,100,0.05,6,5,0.5405322258114136,0.6149075106665945,0.435319208713344,0.44400276051135457,2.0009272000170313,0.0010070758340603786,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6215277777777778, 'Ripe': 0.5137816979051819, 'Rotten': 0.5188059701492538, 'Unripe': 0.5825842696629213, 'images': 0.8378378378378378}","{'Overripe': 0.28548644338118023, 'Ripe': 0.6606805293005671, 'Rotten': 0.5273058252427184, 'Unripe': 0.6397285626156693, 'images': 0.06339468302658487}","{'Overripe': 0.3912568306010929, 'Ripe': 0.5780442422989456, 'Rotten': 0.5230213662353296, 'Unripe': 0.6098206409879448, 'images': 0.11787072243346007}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[179, 267, 121, 60, 0], [62, 1398, 350, 304, 2], [27, 508, 869, 240, 4], [16, 397, 171, 1037, 0], [4, 151, 164, 139, 31]]"
CatBoost,100,0.05,8,1,0.590832179664667,0.6619532069779168,0.5055327742653848,0.5303915076266964,11.228010700026061,0.0007533302583007253,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6802168021680217, 'Ripe': 0.5584920326467159, 'Rotten': 0.5529875986471251, 'Unripe': 0.6430696014277216, 'images': 0.875}","{'Overripe': 0.4003189792663477, 'Ripe': 0.6791115311909263, 'Rotten': 0.5952669902912622, 'Unripe': 0.6668723010487353, 'images': 0.18609406952965235}","{'Overripe': 0.5040160642570282, 'Ripe': 0.6129238643634037, 'Rotten': 0.5733489187609585, 'Unripe': 0.6547546941247728, 'images': 0.3069139966273187}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[251, 210, 119, 47, 0], [68, 1437, 364, 244, 3], [33, 431, 981, 196, 7], [13, 354, 170, 1081, 3], [4, 141, 140, 113, 91]]"
CatBoost,100,0.05,8,3,0.5859098600215351,0.6495321879520702,0.4975752360987563,0.5182159535065424,11.033343300019624,0.0007759267838542584,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6587926509186351, 'Ripe': 0.555424990207599, 'Rotten': 0.5434782608695652, 'Unripe': 0.6472684085510689, 'images': 0.8426966292134831}","{'Overripe': 0.4003189792663477, 'Ripe': 0.6701323251417769, 'Rotten': 0.591626213592233, 'Unripe': 0.6724244293645898, 'images': 0.15337423312883436}","{'Overripe': 0.498015873015873, 'Ripe': 0.6074105804240737, 'Rotten': 0.5665310865775712, 'Unripe': 0.659606656580938, 'images': 0.25951557093425603}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[251, 203, 125, 47, 1], [73, 1418, 370, 249, 6], [37, 440, 975, 191, 5], [17, 344, 168, 1090, 2], [3, 148, 156, 107, 75]]"
CatBoost,100,0.05,8,5,0.5777572681125981,0.6359268058543817,0.4868302945113395,0.5083214961594751,11.882488400005968,0.0007946315976674901,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6657060518731989, 'Ripe': 0.541871921182266, 'Rotten': 0.5469740634005764, 'Unripe': 0.6356083086053412, 'images': 0.7894736842105263}","{'Overripe': 0.3684210526315789, 'Ripe': 0.6758034026465028, 'Rotten': 0.5758495145631068, 'Unripe': 0.6607032695866749, 'images': 0.15337423312883436}","{'Overripe': 0.47433264887063653, 'Ripe': 0.601472134595163, 'Rotten': 0.5610404966006504, 'Unripe': 0.647912885662432, 'images': 0.2568493150684932}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[231, 223, 117, 53, 3], [70, 1430, 362, 247, 7], [27, 467, 949, 200, 5], [16, 367, 162, 1071, 5], [3, 152, 145, 114, 75]]"
CatBoost,100,0.1,4,1,0.5329949238578681,0.5799659636851563,0.43224340255364757,0.44189443399725753,1.5578491000051145,0.0007184279339502333,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5904761904761905, 'Ripe': 0.501827485380117, 'Rotten': 0.5140802875973637, 'Unripe': 0.5851125216387767, 'images': 0.7083333333333334}","{'Overripe': 0.2966507177033493, 'Ripe': 0.6488657844990549, 'Rotten': 0.5206310679611651, 'Unripe': 0.6255397902529303, 'images': 0.06952965235173825}","{'Overripe': 0.39490445859872614, 'Ripe': 0.5659521846661171, 'Rotten': 0.5173349412119385, 'Unripe': 0.6046511627906976, 'images': 0.1266294227188082}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[186, 271, 116, 54, 0], [75, 1373, 362, 302, 4], [40, 501, 858, 245, 4], [11, 431, 159, 1014, 6], [3, 160, 174, 118, 34]]"
CatBoost,100,0.1,4,3,0.5299184740809106,0.575003716590037,0.4313391200467341,0.4412575202338284,1.3388312000024598,0.0008063990136540004,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5736196319018405, 'Ripe': 0.5027808676307007, 'Rotten': 0.506268656716418, 'Unripe': 0.5808109651627641, 'images': 0.7115384615384616}","{'Overripe': 0.2982456140350877, 'Ripe': 0.6408317580340265, 'Rotten': 0.5145631067961165, 'Unripe': 0.6273904996915485, 'images': 0.07566462167689161}","{'Overripe': 0.39244491080797483, 'Ripe': 0.5634739247870351, 'Rotten': 0.5103821847727956, 'Unripe': 0.603202846975089, 'images': 0.1367837338262477}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[187, 255, 123, 61, 1], [79, 1356, 367, 310, 4], [42, 511, 848, 244, 3], [15, 415, 167, 1017, 7], [3, 160, 170, 119, 37]]"
CatBoost,100,0.1,4,5,0.5263805568374096,0.5674034838522535,0.42890661379323536,0.44029110058811244,1.387752200011164,0.0008052453451566862,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5660377358490566, 'Ripe': 0.4963072378138848, 'Rotten': 0.5041617122473246, 'Unripe': 0.581986143187067, 'images': 0.6885245901639344}","{'Overripe': 0.28708133971291866, 'Ripe': 0.6351606805293005, 'Rotten': 0.5145631067961165, 'Unripe': 0.621838371375694, 'images': 0.08588957055214724}","{'Overripe': 0.38095238095238093, 'Ripe': 0.5572139303482587, 'Rotten': 0.5093093093093093, 'Unripe': 0.6012526096033403, 'images': 0.15272727272727274}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[180, 266, 120, 60, 1], [82, 1344, 382, 301, 7], [37, 512, 848, 248, 3], [16, 425, 164, 1008, 8], [3, 161, 168, 115, 42]]"
CatBoost,100,0.1,6,1,0.5859098600215351,0.63509289195562,0.5030065769311416,0.5253937837483418,2.0460736000095494,0.0007402861104119747,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6684073107049608, 'Ripe': 0.5568, 'Rotten': 0.5499438832772167, 'Unripe': 0.6350958744915747, 'images': 0.7652173913043478}","{'Overripe': 0.4082934609250399, 'Ripe': 0.6578449905482041, 'Rotten': 0.5946601941747572, 'Unripe': 0.6742751388032079, 'images': 0.17995910020449898}","{'Overripe': 0.5069306930693069, 'Ripe': 0.6031195840554593, 'Rotten': 0.5714285714285714, 'Unripe': 0.6540993417115499, 'images': 0.2913907284768212}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[256, 200, 117, 53, 1], [75, 1392, 375, 265, 9], [35, 423, 980, 202, 8], [14, 347, 158, 1093, 9], [3, 138, 152, 108, 88]]"
CatBoost,100,0.1,6,3,0.5834487001999692,0.6337054261580057,0.49965028258332217,0.5208124874757045,2.1658912999846507,0.0009544070157466132,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6727272727272727, 'Ripe': 0.5594855305466238, 'Rotten': 0.5379041248606466, 'Unripe': 0.6342592592592593, 'images': 0.7641509433962265}","{'Overripe': 0.4130781499202552, 'Ripe': 0.6578449905482041, 'Rotten': 0.5855582524271845, 'Unripe': 0.6761258482418261, 'images': 0.1656441717791411}","{'Overripe': 0.5118577075098815, 'Ripe': 0.6046915725456126, 'Rotten': 0.5607205113306217, 'Unripe': 0.6545237384293819, 'images': 0.2722689075630252}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[259, 192, 122, 52, 2], [71, 1392, 378, 267, 8], [38, 434, 965, 203, 8], [14, 333, 171, 1096, 7], [3, 137, 158, 110, 81]]"
CatBoost,100,0.1,6,5,0.580218427934164,0.6288352529516377,0.4955101989302696,0.5168338706150845,2.0327274999872316,0.0010318412553144247,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6569148936170213, 'Ripe': 0.5536, 'Rotten': 0.54082774049217, 'Unripe': 0.6313657407407407, 'images': 0.7614678899082569}","{'Overripe': 0.3939393939393939, 'Ripe': 0.6540642722117203, 'Rotten': 0.5867718446601942, 'Unripe': 0.6730413325107958, 'images': 0.16973415132924335}","{'Overripe': 0.49252243270189433, 'Ripe': 0.5996533795493935, 'Rotten': 0.5628637951105937, 'Unripe': 0.6515377724693938, 'images': 0.27759197324414714}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[247, 204, 122, 52, 2], [76, 1384, 377, 271, 8], [35, 437, 967, 202, 7], [15, 333, 173, 1091, 9], [3, 142, 149, 112, 83]]"
CatBoost,100,0.1,8,1,0.6246731272111983,0.6583254463500807,0.5571613629969322,0.5825780314263916,10.363593599991873,0.0012454391602046272,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6890380313199105, 'Ripe': 0.6021141649048626, 'Rotten': 0.5794037940379404, 'Unripe': 0.6765060240963855, 'images': 0.7445652173913043}","{'Overripe': 0.49122807017543857, 'Ripe': 0.6729678638941399, 'Rotten': 0.6486650485436893, 'Unripe': 0.6927822331893893, 'images': 0.28016359918200406}","{'Overripe': 0.5735567970204841, 'Ripe': 0.6355724168712341, 'Rotten': 0.612081305468079, 'Unripe': 0.6845473940871686, 'images': 0.40713224368499257}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[308, 166, 112, 37, 4], [78, 1424, 374, 228, 12], [42, 358, 1069, 167, 12], [15, 295, 169, 1123, 19], [4, 122, 121, 105, 137]]"
CatBoost,100,0.1,8,3,0.6206737425011537,0.6601913271501814,0.5488582697798133,0.5749014621571092,10.773076500016032,0.000932979541056407,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6712962962962963, 'Ripe': 0.5964106844741235, 'Rotten': 0.5774419859686994, 'Unripe': 0.6747425802543913, 'images': 0.7810650887573964}","{'Overripe': 0.4625199362041467, 'Ripe': 0.6753308128544423, 'Rotten': 0.6492718446601942, 'Unripe': 0.6872301048735349, 'images': 0.26993865030674846}","{'Overripe': 0.5476864966949953, 'Ripe': 0.6334219858156028, 'Rotten': 0.6112539274493002, 'Unripe': 0.6809290953545232, 'images': 0.4012158054711246}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[290, 180, 119, 35, 3], [80, 1429, 368, 230, 9], [43, 350, 1070, 175, 10], [15, 309, 168, 1114, 15], [4, 128, 128, 97, 132]]"
CatBoost,100,0.1,8,5,0.615597600369174,0.6546014431199937,0.5444920730800088,0.5695555436142532,10.283656200015685,0.0008710198408232535,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.6742596810933941, 'Ripe': 0.5912897822445561, 'Rotten': 0.5697232772653282, 'Unripe': 0.670863309352518, 'images': 0.7668711656441718}","{'Overripe': 0.47208931419457734, 'Ripe': 0.667296786389414, 'Rotten': 0.6371359223300971, 'Unripe': 0.690314620604565, 'images': 0.2556237218813906}","{'Overripe': 0.5553470919324578, 'Ripe': 0.6269982238010657, 'Rotten': 0.6015468347178459, 'Unripe': 0.6804499847978109, 'images': 0.3834355828220859}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[296, 172, 118, 38, 3], [83, 1412, 375, 234, 12], [41, 369, 1050, 181, 7], [15, 303, 168, 1119, 16], [4, 132, 132, 96, 125]]"
CatBoost,200,0.03,4,1,0.5114597754191663,0.588687847133601,0.4009549111050851,0.40440536852826237,2.4416108999866992,0.0007465159194021064,6501,5,"['Overripe', 'Ripe', 'Rotten', 'Unripe', 'images']","{'Overripe': 0.5755102040816327, 'Ripe': 0.47993197278911565, 'Rotten': 0.5078636959370905, 'Unripe': 0.5540464063384267, 'images': 0.8260869565217391}","{'Overripe': 0.22488038277511962, 'Ripe': 0.6668241965973535, 'Rotten': 0.4702669902912621, 'Unripe': 0.6039481801357187, 'images': 0.03885480572597137}","{'Overripe': 0.32339449541284404, 'Ripe': 0.5581487341772152, 'Rotten': 0.48834278512917456, 'Unripe': 0.577922077922078, 'images': 0.07421875}","{'Overripe': 627, 'Ripe': 2116, 'Rotten': 1648, 'Unripe': 1621, 'images': 489}","[[141, 310, 109, 67, 0], [57, 1411, 321, 325, 2], [32, 575, 775, 265, 1], [12, 479, 150, 979, 1], [3, 165, 171, 131, 19]]"
