Kernel,Images Evaluated,Avg BRISQUE ↓,Avg NIQE ↓,Avg PIQE ↓,Avg SSIM ↑,Avg Time (ms) ↓,kernel_size
3 x 3,5553,60.608640874460455,7.974666576838474,68.61630910636067,0.9637053066641842,0.180651827808849,3
5 x 5,5553,66.9177928988448,8.913991694196325,77.09605500179863,0.9410638214602276,1.4504494867502986,5
