Algorithm,Images Evaluated,Avg Boundary Edge Alignment ↑,Avg Region Uniformity ↑,Avg Foreground–Background Contrast ↑,Avg Time (ms) ↓,Avg Global Threshold,Skipped/Unreadable Images
Global Thresholding,5550,0.5303486388062457,0.7674313085251027,0.3749347760763254,0.6782218197878211,128.0,3
