Opening Kernel,Images Evaluated,Avg Boundary Edge Alignment ↑,Avg Region Uniformity ↑,Avg Foreground–Background Contrast ↑,Avg Time (ms) ↓
3,5553,0.4521165512832965,0.8274035898603964,0.3757875326570736,0.07503978019664019
5,5553,0.4594952176562081,0.8288313224790935,0.37573693156800525,0.13212350094473727
