method,n_estimators,learning_rate,num_leaves,max_depth,accuracy,macro_precision,macro_recall,macro_f1_score,training_time_seconds,prediction_time_ms_per_roi,samples_evaluated,classes_evaluated,class_labels,per_class_precision,per_class_recall,per_class_f1_score,per_class_support,confusion_matrix
LightGBM,300,0.03,31,5,0.7109675434548531,0.6199416563997066,0.5339366151937349,0.5584230011470018,3.520632299972931,0.027949961545455836,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8113207547169812, 'Avocado': 0.882685069008783, 'Banana': 0.6545632973503435, 'Grape': 0.6413449564134496, 'Mango': 0.6890756302521008, 'Melon': 0.5130434782608696, 'Orange': 0.6758280479210712, 'Peach': 0.9411764705882353, 'Pear': 0.84, 'Tomato': 0.7902621722846442, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6456456456456456, 'Avocado': 0.9095022624434389, 'Banana': 0.7353914002205072, 'Grape': 0.6577266922094508, 'Mango': 0.4685714285714286, 'Melon': 0.33146067415730335, 'Orange': 0.8245915735167669, 'Peach': 0.735632183908046, 'Pear': 0.26582278481012656, 'Tomato': 0.8328947368421052, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7190635451505016, 'Avocado': 0.8958930276981852, 'Banana': 0.6926272066458983, 'Grape': 0.6494325346784363, 'Mango': 0.5578231292517006, 'Melon': 0.40273037542662116, 'Orange': 0.7428350116189001, 'Peach': 0.8258064516129032, 'Pear': 0.40384615384615385, 'Tomato': 0.8110185778347213, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[215, 13, 32, 14, 1, 6, 27, 0, 0, 22, 3, 0], [2, 1407, 22, 65, 0, 2, 34, 0, 0, 13, 2, 0], [8, 22, 667, 47, 8, 9, 96, 1, 1, 28, 20, 0], [9, 81, 43, 515, 6, 7, 88, 0, 2, 10, 22, 0], [0, 11, 23, 12, 82, 3, 28, 0, 0, 10, 6, 0], [4, 9, 44, 10, 0, 59, 22, 0, 1, 16, 13, 0], [7, 17, 47, 42, 11, 17, 959, 3, 0, 46, 14, 0], [1, 0, 5, 0, 0, 0, 12, 64, 0, 4, 1, 0], [2, 0, 31, 7, 1, 2, 9, 0, 21, 2, 4, 0], [5, 20, 17, 18, 6, 5, 44, 0, 0, 633, 12, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 14, 88, 73, 4, 5, 100, 0, 0, 17, 176, 0]]"
LightGBM,300,0.03,31,10,0.7360406091370558,0.651837975566369,0.5626829299062002,0.5876122311333253,4.2241742000041995,0.03213088755777922,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8248175182481752, 'Avocado': 0.8969849246231156, 'Banana': 0.685404339250493, 'Grape': 0.660996354799514, 'Mango': 0.7310924369747899, 'Melon': 0.559322033898305, 'Orange': 0.7215743440233237, 'Peach': 0.9722222222222222, 'Pear': 0.96, 'Tomato': 0.8096415327564895, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6786786786786787, 'Avocado': 0.9230769230769231, 'Banana': 0.7662624035281147, 'Grape': 0.6947637292464879, 'Mango': 0.49714285714285716, 'Melon': 0.3707865168539326, 'Orange': 0.8512467755803955, 'Peach': 0.8045977011494253, 'Pear': 0.3037974683544304, 'Tomato': 0.8618421052631579, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7446457990115322, 'Avocado': 0.9098438993309972, 'Banana': 0.7235814679854242, 'Grape': 0.6774595267745953, 'Mango': 0.5918367346938775, 'Melon': 0.44594594594594594, 'Orange': 0.7810650887573964, 'Peach': 0.8805031446540881, 'Pear': 0.46153846153846156, 'Tomato': 0.8349267049075845, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[226, 11, 30, 15, 1, 2, 24, 0, 0, 19, 5, 0], [0, 1428, 18, 58, 0, 3, 24, 0, 0, 15, 1, 0], [5, 21, 695, 47, 8, 8, 79, 2, 0, 21, 21, 0], [9, 64, 44, 544, 8, 4, 71, 0, 0, 13, 26, 0], [0, 12, 19, 12, 87, 5, 21, 0, 0, 14, 5, 0], [3, 10, 40, 10, 0, 66, 21, 0, 0, 16, 12, 0], [10, 17, 36, 35, 7, 19, 990, 0, 0, 35, 14, 0], [1, 0, 4, 0, 0, 0, 6, 70, 0, 4, 2, 0], [3, 1, 29, 6, 1, 1, 8, 0, 24, 1, 5, 0], [6, 15, 15, 19, 4, 5, 37, 0, 0, 655, 4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 13, 84, 77, 3, 5, 91, 0, 1, 16, 188, 0]]"
LightGBM,300,0.03,31,-1,0.7349638517151208,0.6486679281664784,0.5614907295163798,0.5856910274319623,4.863093099993421,0.026756345177911093,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8188405797101449, 'Avocado': 0.8981772470144563, 'Banana': 0.6900296150049359, 'Grape': 0.6646341463414634, 'Mango': 0.7226890756302521, 'Melon': 0.5546218487394958, 'Orange': 0.7175182481751825, 'Peach': 0.9863013698630136, 'Pear': 0.9166666666666666, 'Tomato': 0.8145363408521303, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6786786786786787, 'Avocado': 0.9237233354880414, 'Banana': 0.7706725468577729, 'Grape': 0.6960408684546615, 'Mango': 0.49142857142857144, 'Melon': 0.3707865168539326, 'Orange': 0.8452278589853827, 'Peach': 0.8275862068965517, 'Pear': 0.27848101265822783, 'Tomato': 0.8552631578947368, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7422003284072249, 'Avocado': 0.9107711918419376, 'Banana': 0.728125, 'Grape': 0.6799750467872738, 'Mango': 0.5850340136054422, 'Melon': 0.4444444444444444, 'Orange': 0.7761547572048954, 'Peach': 0.9, 'Pear': 0.42718446601941745, 'Tomato': 0.834403080872914, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[226, 9, 30, 13, 1, 4, 25, 0, 0, 20, 5, 0], [0, 1429, 19, 58, 0, 2, 25, 0, 0, 13, 1, 0], [5, 21, 699, 46, 7, 7, 80, 1, 0, 20, 21, 0], [8, 66, 41, 545, 7, 4, 73, 0, 0, 12, 27, 0], [0, 12, 20, 13, 86, 3, 22, 0, 0, 14, 5, 0], [1, 10, 41, 11, 0, 66, 22, 0, 0, 14, 13, 0], [10, 16, 37, 36, 9, 19, 983, 0, 0, 37, 16, 0], [1, 0, 2, 0, 0, 0, 6, 72, 0, 4, 2, 0], [2, 1, 31, 5, 1, 3, 6, 0, 22, 1, 7, 0], [11, 14, 14, 18, 5, 5, 41, 0, 0, 650, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 13, 79, 75, 3, 6, 87, 0, 2, 13, 199, 0]]"
LightGBM,300,0.03,63,5,0.7103522534994616,0.6147112971769065,0.533862994825079,0.5568828004854388,3.9745573999825865,0.032606891247818764,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.803030303030303, 'Avocado': 0.8819836785938481, 'Banana': 0.6590909090909091, 'Grape': 0.64214463840399, 'Mango': 0.6949152542372882, 'Melon': 0.4957983193277311, 'Orange': 0.6762843068261788, 'Peach': 0.9295774647887324, 'Pear': 0.8, 'Tomato': 0.7937106918238994, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6366366366366366, 'Avocado': 0.9082094376212023, 'Banana': 0.7353914002205072, 'Grape': 0.6577266922094508, 'Mango': 0.4685714285714286, 'Melon': 0.33146067415730335, 'Orange': 0.826311263972485, 'Peach': 0.7586206896551724, 'Pear': 0.25316455696202533, 'Tomato': 0.8302631578947368, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7102177554438861, 'Avocado': 0.8949044585987261, 'Banana': 0.6951537258989057, 'Grape': 0.6498422712933754, 'Mango': 0.5597269624573379, 'Melon': 0.39730639730639733, 'Orange': 0.7438080495356038, 'Peach': 0.8354430379746836, 'Pear': 0.38461538461538464, 'Tomato': 0.8115755627009646, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[212, 13, 33, 16, 2, 5, 30, 0, 0, 19, 3, 0], [2, 1405, 24, 63, 0, 2, 35, 0, 0, 14, 2, 0], [7, 21, 667, 47, 8, 13, 95, 1, 1, 27, 20, 0], [10, 77, 42, 515, 5, 6, 86, 0, 2, 13, 27, 0], [0, 13, 22, 12, 82, 4, 30, 0, 0, 9, 3, 0], [4, 8, 44, 11, 0, 59, 20, 0, 1, 17, 14, 0], [8, 20, 45, 43, 9, 18, 961, 4, 0, 43, 12, 0], [0, 0, 3, 0, 0, 0, 13, 66, 0, 3, 2, 0], [3, 1, 31, 5, 1, 2, 9, 0, 20, 2, 5, 0], [6, 21, 16, 20, 6, 5, 43, 0, 0, 631, 12, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 14, 85, 70, 5, 5, 99, 0, 1, 17, 181, 0]]"
LightGBM,300,0.03,63,10,0.7528072604214736,0.664596632927584,0.5808718818486878,0.6054919696215195,7.156535100017209,0.04090375326851197,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.84375, 'Avocado': 0.9147727272727273, 'Banana': 0.7268145161290323, 'Grape': 0.6790123456790124, 'Mango': 0.784, 'Melon': 0.5348837209302325, 'Orange': 0.74943904263276, 'Peach': 1.0, 'Pear': 0.9230769230769231, 'Tomato': 0.8194103194103194, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7297297297297297, 'Avocado': 0.9366515837104072, 'Banana': 0.794928335170893, 'Grape': 0.70242656449553, 'Mango': 0.56, 'Melon': 0.38764044943820225, 'Orange': 0.8615649183147034, 'Peach': 0.8160919540229885, 'Pear': 0.3037974683544304, 'Tomato': 0.8776315789473684, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.782608695652174, 'Avocado': 0.9255828808687321, 'Banana': 0.7593470247498684, 'Grape': 0.6905210295040803, 'Mango': 0.6533333333333333, 'Melon': 0.4495114006514658, 'Orange': 0.8016, 'Peach': 0.8987341772151899, 'Pear': 0.45714285714285713, 'Tomato': 0.8475222363405337, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[243, 5, 20, 14, 0, 3, 27, 0, 0, 16, 5, 0], [0, 1449, 12, 44, 0, 2, 16, 0, 0, 19, 5, 0], [3, 15, 721, 47, 7, 13, 57, 0, 0, 19, 25, 0], [8, 61, 41, 550, 4, 5, 65, 0, 1, 15, 33, 0], [1, 10, 17, 8, 98, 6, 16, 0, 0, 13, 6, 0], [1, 7, 38, 9, 2, 69, 30, 0, 0, 11, 11, 0], [10, 11, 29, 37, 8, 14, 1002, 0, 0, 38, 14, 0], [2, 0, 5, 0, 0, 0, 5, 71, 0, 2, 2, 0], [1, 1, 29, 5, 1, 4, 9, 0, 24, 0, 5, 0], [8, 11, 10, 20, 2, 5, 35, 0, 0, 667, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 14, 70, 76, 3, 8, 75, 0, 1, 14, 217, 0]]"
LightGBM,300,0.03,63,-1,0.7551145977541917,0.6675168213823657,0.5810785366605159,0.6061176613973108,8.310649299994111,0.05597254268573206,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8540925266903915, 'Avocado': 0.9166140240050537, 'Banana': 0.7195242814667988, 'Grape': 0.683046683046683, 'Mango': 0.8, 'Melon': 0.5833333333333334, 'Orange': 0.7561890472618155, 'Peach': 1.0, 'Pear': 0.88, 'Tomato': 0.8174019607843137, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7207207207207207, 'Avocado': 0.9379444085326438, 'Banana': 0.8004410143329658, 'Grape': 0.7100893997445722, 'Mango': 0.5485714285714286, 'Melon': 0.39325842696629215, 'Orange': 0.8667239896818573, 'Peach': 0.8390804597701149, 'Pear': 0.27848101265822783, 'Tomato': 0.8776315789473684, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7817589576547231, 'Avocado': 0.9271565495207668, 'Banana': 0.7578288100208769, 'Grape': 0.6963055729492799, 'Mango': 0.6508474576271186, 'Melon': 0.4697986577181208, 'Orange': 0.8076923076923077, 'Peach': 0.9125, 'Pear': 0.4230769230769231, 'Tomato': 0.8464467005076142, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[240, 4, 24, 14, 1, 2, 24, 0, 0, 18, 6, 0], [0, 1451, 13, 46, 0, 3, 15, 0, 0, 17, 2, 0], [2, 15, 726, 45, 7, 11, 57, 0, 1, 21, 22, 0], [7, 59, 40, 556, 3, 6, 66, 0, 1, 13, 32, 0], [0, 11, 20, 10, 96, 3, 19, 0, 0, 11, 5, 0], [1, 6, 38, 10, 3, 70, 26, 0, 0, 12, 12, 0], [12, 11, 29, 33, 3, 14, 1008, 0, 0, 40, 13, 0], [1, 0, 5, 0, 0, 0, 5, 73, 0, 2, 1, 0], [1, 1, 29, 6, 1, 3, 9, 0, 22, 2, 5, 0], [8, 11, 9, 22, 2, 6, 33, 0, 0, 667, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 14, 76, 72, 4, 2, 71, 0, 1, 13, 227, 0]]"
LightGBM,300,0.05,15,5,0.7177357329641594,0.6121819628937247,0.5465270039179712,0.5664134762097638,3.5823066999728326,0.023041532074863834,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.7877697841726619, 'Avocado': 0.8897984886649875, 'Banana': 0.6733870967741935, 'Grape': 0.6474908200734394, 'Mango': 0.7073170731707317, 'Melon': 0.46923076923076923, 'Orange': 0.6906474820143885, 'Peach': 0.958904109589041, 'Pear': 0.7241379310344828, 'Tomato': 0.7975, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6576576576576577, 'Avocado': 0.9133807369101486, 'Banana': 0.7364939360529217, 'Grape': 0.6756066411238825, 'Mango': 0.49714285714285716, 'Melon': 0.34269662921348315, 'Orange': 0.825451418744626, 'Peach': 0.8045977011494253, 'Pear': 0.26582278481012656, 'Tomato': 0.8394736842105263, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7168576104746317, 'Avocado': 0.9014354066985646, 'Banana': 0.7035281727224855, 'Grape': 0.66125, 'Mango': 0.5838926174496645, 'Melon': 0.3961038961038961, 'Orange': 0.7520564042303173, 'Peach': 0.875, 'Pear': 0.3888888888888889, 'Tomato': 0.8179487179487179, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[219, 10, 28, 14, 3, 7, 30, 0, 0, 20, 2, 0], [2, 1413, 19, 63, 0, 3, 28, 0, 0, 17, 2, 0], [10, 23, 668, 42, 7, 14, 98, 0, 2, 22, 21, 0], [13, 71, 38, 529, 5, 7, 77, 0, 3, 14, 26, 0], [1, 10, 22, 11, 87, 4, 22, 0, 0, 11, 7, 0], [3, 9, 41, 11, 1, 61, 25, 0, 1, 12, 14, 0], [10, 19, 39, 47, 7, 19, 960, 3, 0, 47, 12, 0], [1, 0, 4, 0, 0, 0, 7, 70, 0, 4, 1, 0], [2, 1, 32, 5, 1, 2, 8, 0, 21, 3, 4, 0], [5, 17, 18, 19, 7, 7, 39, 0, 0, 638, 10, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 15, 83, 76, 5, 6, 96, 0, 2, 12, 182, 0]]"
LightGBM,300,0.05,15,10,0.7225042301184433,0.6246057448533591,0.5540876043788786,0.5750646068876958,3.5830367999733426,0.026626980464644484,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.7721088435374149, 'Avocado': 0.8890290037831021, 'Banana': 0.6855409504550051, 'Grape': 0.6508515815085159, 'Mango': 0.7297297297297297, 'Melon': 0.512, 'Orange': 0.6896797153024911, 'Peach': 0.96, 'Pear': 0.8, 'Tomato': 0.8063291139240506, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6816816816816816, 'Avocado': 0.9114414996767938, 'Banana': 0.7475192943770672, 'Grape': 0.6832694763729247, 'Mango': 0.46285714285714286, 'Melon': 0.3595505617977528, 'Orange': 0.8331900257953568, 'Peach': 0.8275862068965517, 'Pear': 0.3037974683544304, 'Tomato': 0.8381578947368421, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7240829346092504, 'Avocado': 0.9000957548675391, 'Banana': 0.7151898734177216, 'Grape': 0.6666666666666666, 'Mango': 0.5664335664335665, 'Melon': 0.42244224422442245, 'Orange': 0.7546728971962616, 'Peach': 0.8888888888888888, 'Pear': 0.44036697247706424, 'Tomato': 0.8219354838709677, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[227, 10, 24, 13, 2, 4, 28, 0, 0, 22, 3, 0], [4, 1410, 22, 65, 0, 2, 27, 0, 0, 16, 1, 0], [9, 24, 678, 45, 5, 13, 93, 0, 1, 20, 19, 0], [14, 67, 37, 535, 5, 7, 81, 0, 1, 14, 22, 0], [1, 11, 18, 11, 81, 5, 29, 0, 0, 14, 5, 0], [3, 12, 41, 12, 0, 64, 22, 0, 1, 9, 14, 0], [12, 19, 40, 44, 7, 16, 969, 3, 0, 41, 12, 0], [1, 0, 3, 0, 0, 0, 7, 72, 0, 4, 0, 0], [3, 1, 28, 5, 1, 3, 9, 0, 24, 1, 4, 0], [6, 18, 18, 20, 5, 6, 42, 0, 0, 637, 8, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [14, 14, 80, 72, 5, 5, 98, 0, 3, 12, 186, 0]]"
LightGBM,300,0.05,15,-1,0.7221965851407476,0.6312351993773858,0.5582616866559074,0.5805885163549982,4.02109819999896,0.028231687434582098,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.7877697841726619, 'Avocado': 0.8872085696282294, 'Banana': 0.6790744466800804, 'Grape': 0.6452004860267315, 'Mango': 0.7563025210084033, 'Melon': 0.5267175572519084, 'Orange': 0.6952449567723343, 'Peach': 0.9594594594594594, 'Pear': 0.8333333333333334, 'Tomato': 0.8045112781954887, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6576576576576577, 'Avocado': 0.9101486748545572, 'Banana': 0.7442116868798236, 'Grape': 0.6781609195402298, 'Mango': 0.5142857142857142, 'Melon': 0.38764044943820225, 'Orange': 0.8297506448839209, 'Peach': 0.8160919540229885, 'Pear': 0.31645569620253167, 'Tomato': 0.8447368421052631, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7168576104746317, 'Avocado': 0.8985322271857051, 'Banana': 0.7101525512887954, 'Grape': 0.6612702366127023, 'Mango': 0.6122448979591837, 'Melon': 0.44660194174757284, 'Orange': 0.7565660525284202, 'Peach': 0.8819875776397516, 'Pear': 0.45871559633027525, 'Tomato': 0.8241335044929397, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[219, 10, 27, 15, 1, 5, 28, 0, 0, 25, 3, 0], [3, 1408, 24, 65, 0, 3, 29, 0, 0, 15, 0, 0], [7, 25, 675, 46, 3, 14, 91, 0, 0, 22, 24, 0], [12, 68, 40, 531, 6, 5, 81, 0, 2, 13, 25, 0], [0, 11, 19, 10, 90, 3, 25, 0, 0, 12, 5, 0], [3, 11, 40, 12, 1, 69, 19, 0, 1, 9, 13, 0], [12, 21, 41, 43, 6, 18, 965, 3, 0, 39, 15, 0], [1, 0, 2, 0, 0, 0, 7, 71, 0, 5, 1, 0], [3, 1, 30, 5, 1, 2, 6, 0, 25, 1, 5, 0], [6, 19, 16, 19, 5, 7, 40, 0, 0, 642, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 13, 80, 77, 6, 5, 97, 0, 2, 15, 182, 0]]"
LightGBM,300,0.05,31,5,0.728810952161206,0.624955531219837,0.5579763499805225,0.5790632926983859,4.610052800009726,0.030381756654645865,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8364312267657993, 'Avocado': 0.8961611076148521, 'Banana': 0.6888888888888889, 'Grape': 0.6658354114713217, 'Mango': 0.7196969696969697, 'Melon': 0.5038759689922481, 'Orange': 0.711287988422576, 'Peach': 0.9452054794520548, 'Pear': 0.7333333333333333, 'Tomato': 0.79875, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6756756756756757, 'Avocado': 0.9204912734324499, 'Banana': 0.7519294377067255, 'Grape': 0.6819923371647509, 'Mango': 0.5428571428571428, 'Melon': 0.3651685393258427, 'Orange': 0.8452278589853827, 'Peach': 0.7931034482758621, 'Pear': 0.27848101265822783, 'Tomato': 0.8407894736842105, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7475083056478405, 'Avocado': 0.9081632653061225, 'Banana': 0.7190300474433315, 'Grape': 0.6738170347003155, 'Mango': 0.6188925081433225, 'Melon': 0.4234527687296417, 'Orange': 0.7724950884086444, 'Peach': 0.8625, 'Pear': 0.4036697247706422, 'Tomato': 0.8192307692307692, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[225, 7, 26, 13, 2, 7, 26, 0, 0, 24, 3, 0], [0, 1424, 21, 60, 0, 5, 21, 0, 0, 16, 0, 0], [5, 21, 682, 42, 8, 13, 85, 1, 1, 23, 26, 0], [9, 67, 42, 534, 5, 6, 74, 0, 1, 14, 31, 0], [0, 9, 17, 11, 95, 3, 22, 0, 1, 10, 7, 0], [2, 10, 38, 8, 0, 65, 25, 0, 1, 15, 14, 0], [8, 16, 33, 38, 11, 16, 983, 2, 2, 39, 15, 0], [1, 0, 6, 0, 0, 0, 8, 69, 0, 2, 1, 0], [2, 1, 28, 7, 1, 2, 9, 0, 22, 3, 4, 0], [9, 18, 13, 22, 5, 6, 41, 0, 0, 639, 7, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 16, 84, 67, 5, 6, 88, 1, 2, 15, 197, 0]]"
LightGBM,300,0.05,31,10,0.7498846331333641,0.6560328406784223,0.5760082037459989,0.6001030977937057,5.30828460000339,0.030701968928065836,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8274647887323944, 'Avocado': 0.9126335637963545, 'Banana': 0.7337461300309598, 'Grape': 0.6811414392059554, 'Mango': 0.753968253968254, 'Melon': 0.5573770491803278, 'Orange': 0.742245199409158, 'Peach': 1.0, 'Pear': 0.8518518518518519, 'Tomato': 0.811965811965812, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7057057057057057, 'Avocado': 0.9385908209437621, 'Banana': 0.7839029768467475, 'Grape': 0.7011494252873564, 'Mango': 0.5428571428571428, 'Melon': 0.38202247191011235, 'Orange': 0.8641444539982803, 'Peach': 0.8275862068965517, 'Pear': 0.2911392405063291, 'Tomato': 0.875, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7617504051863857, 'Avocado': 0.9254302103250478, 'Banana': 0.7579957356076759, 'Grape': 0.6910006293266205, 'Mango': 0.6312292358803987, 'Melon': 0.4533333333333333, 'Orange': 0.798569725864124, 'Peach': 0.9056603773584906, 'Pear': 0.4339622641509434, 'Tomato': 0.8423052564914503, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[235, 5, 24, 13, 1, 5, 27, 0, 0, 20, 3, 0], [0, 1452, 12, 48, 0, 1, 17, 0, 0, 15, 2, 0], [6, 19, 711, 40, 6, 8, 62, 0, 0, 25, 30, 0], [10, 58, 38, 549, 5, 5, 64, 0, 1, 16, 37, 0], [1, 12, 12, 11, 95, 4, 18, 0, 0, 11, 11, 0], [1, 8, 35, 9, 0, 68, 31, 0, 0, 14, 12, 0], [9, 11, 29, 33, 9, 16, 1005, 0, 1, 35, 15, 0], [1, 0, 3, 0, 0, 0, 6, 72, 0, 3, 2, 0], [2, 1, 28, 6, 1, 2, 9, 0, 23, 1, 6, 0], [9, 11, 10, 17, 4, 6, 34, 0, 0, 665, 4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [10, 14, 67, 80, 5, 7, 81, 0, 2, 14, 209, 0]]"
