method,n_estimators,learning_rate,num_leaves,max_depth,accuracy,macro_precision,macro_recall,macro_f1_score,training_time_seconds,prediction_time_ms_per_roi,samples_evaluated,classes_evaluated,class_labels,per_class_precision,per_class_recall,per_class_f1_score,per_class_support,confusion_matrix
LightGBM,300,0.05,31,-1,0.748807875711429,0.6520218427501631,0.5766786958233466,0.5994013098383609,4.786913600022672,0.03683791724571589,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8153310104529616, 'Avocado': 0.9117276166456494, 'Banana': 0.7173038229376257, 'Grape': 0.6748466257668712, 'Mango': 0.7307692307692307, 'Melon': 0.5897435897435898, 'Orange': 0.7468354430379747, 'Peach': 1.0, 'Pear': 0.8214285714285714, 'Tomato': 0.8162762022194822, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7027027027027027, 'Avocado': 0.9347123464770524, 'Banana': 0.7861080485115767, 'Grape': 0.70242656449553, 'Mango': 0.5428571428571428, 'Melon': 0.38764044943820225, 'Orange': 0.8624247635425624, 'Peach': 0.8390804597701149, 'Pear': 0.2911392405063291, 'Tomato': 0.8710526315789474, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7548387096774194, 'Avocado': 0.9230769230769231, 'Banana': 0.7501315097317202, 'Grape': 0.688360450563204, 'Mango': 0.6229508196721312, 'Melon': 0.46779661016949153, 'Orange': 0.8004788507581804, 'Peach': 0.9125, 'Pear': 0.42990654205607476, 'Tomato': 0.8427753023551878, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[234, 7, 29, 11, 1, 1, 26, 0, 0, 18, 6, 0], [0, 1446, 11, 52, 0, 2, 20, 0, 0, 14, 2, 0], [7, 19, 713, 47, 8, 10, 58, 0, 0, 21, 24, 0], [8, 57, 42, 550, 7, 6, 63, 0, 1, 18, 31, 0], [0, 12, 20, 10, 95, 2, 17, 0, 1, 11, 7, 0], [3, 7, 33, 10, 1, 69, 28, 0, 0, 13, 14, 0], [9, 12, 32, 34, 7, 16, 1003, 0, 1, 34, 15, 0], [1, 0, 5, 0, 0, 0, 5, 73, 0, 2, 1, 0], [2, 1, 30, 5, 1, 1, 8, 0, 23, 2, 6, 0], [9, 12, 11, 19, 4, 5, 36, 0, 0, 662, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [14, 13, 68, 77, 6, 5, 79, 0, 2, 16, 209, 0]]"
LightGBM,300,0.05,63,5,0.7325026918935549,0.6308648180708396,0.5613616445081124,0.5829911132145923,3.9677961000124924,0.027988355635553474,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.825925925925926, 'Avocado': 0.8946047678795483, 'Banana': 0.6936299292214358, 'Grape': 0.6650246305418719, 'Mango': 0.7286821705426356, 'Melon': 0.5241935483870968, 'Orange': 0.7159420289855073, 'Peach': 0.9459459459459459, 'Pear': 0.7666666666666667, 'Tomato': 0.8097622027534418, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6696696696696697, 'Avocado': 0.9217840982546864, 'Banana': 0.7563395810363837, 'Grape': 0.6896551724137931, 'Mango': 0.5371428571428571, 'Melon': 0.3651685393258427, 'Orange': 0.8495270851246776, 'Peach': 0.8045977011494253, 'Pear': 0.2911392405063291, 'Tomato': 0.8513157894736842, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7396351575456053, 'Avocado': 0.9079910856415154, 'Banana': 0.7236286919831224, 'Grape': 0.677115987460815, 'Mango': 0.618421052631579, 'Melon': 0.4304635761589404, 'Orange': 0.7770349980338184, 'Peach': 0.8695652173913043, 'Pear': 0.42201834862385323, 'Tomato': 0.8300192431045542, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[223, 12, 27, 13, 2, 7, 25, 0, 0, 21, 3, 0], [0, 1426, 21, 58, 0, 3, 23, 0, 0, 15, 1, 0], [2, 22, 686, 46, 8, 13, 86, 1, 1, 19, 23, 0], [11, 69, 41, 540, 3, 5, 70, 0, 2, 14, 28, 0], [1, 8, 16, 10, 94, 4, 23, 0, 1, 13, 5, 0], [3, 10, 39, 10, 0, 65, 26, 0, 1, 13, 11, 0], [11, 15, 32, 38, 10, 15, 988, 1, 0, 38, 15, 0], [1, 0, 5, 0, 0, 0, 8, 70, 0, 2, 1, 0], [3, 1, 30, 5, 1, 2, 9, 0, 23, 2, 3, 0], [7, 15, 12, 21, 7, 5, 37, 0, 0, 647, 9, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [8, 16, 80, 71, 4, 5, 85, 2, 2, 15, 201, 0]]"
LightGBM,300,0.05,63,10,0.762959544685433,0.6773957264078665,0.5960725089714985,0.6218804306363124,6.856490000005579,0.03711253653546611,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8391608391608392, 'Avocado': 0.9226869455006337, 'Banana': 0.7298105682951147, 'Grape': 0.6933497536945813, 'Mango': 0.8292682926829268, 'Melon': 0.6124031007751938, 'Orange': 0.7716236722306525, 'Peach': 1.0, 'Pear': 0.9, 'Tomato': 0.8304455445544554, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7207207207207207, 'Avocado': 0.9411764705882353, 'Banana': 0.8070562293274531, 'Grape': 0.719029374201788, 'Mango': 0.5828571428571429, 'Melon': 0.4438202247191011, 'Orange': 0.8744625967325881, 'Peach': 0.8390804597701149, 'Pear': 0.34177215189873417, 'Tomato': 0.8828947368421053, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7754442649434572, 'Avocado': 0.93184, 'Banana': 0.7664921465968586, 'Grape': 0.7059561128526646, 'Mango': 0.6845637583892618, 'Melon': 0.5146579804560261, 'Orange': 0.8198307134220073, 'Peach': 0.9125, 'Pear': 0.4954128440366973, 'Tomato': 0.8558673469387755, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[240, 4, 23, 14, 0, 2, 29, 0, 0, 16, 5, 0], [1, 1456, 11, 46, 0, 3, 13, 0, 0, 15, 2, 0], [3, 17, 732, 41, 7, 10, 49, 0, 0, 21, 27, 0], [7, 56, 43, 563, 5, 6, 56, 0, 1, 15, 31, 0], [1, 9, 20, 11, 102, 3, 12, 0, 0, 10, 7, 0], [1, 5, 33, 10, 1, 79, 27, 0, 0, 9, 13, 0], [9, 10, 25, 34, 3, 14, 1017, 0, 0, 35, 16, 0], [2, 0, 4, 0, 0, 0, 5, 73, 0, 2, 1, 0], [1, 1, 25, 7, 1, 1, 9, 0, 27, 1, 6, 0], [10, 10, 10, 18, 2, 6, 33, 0, 0, 671, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 10, 77, 68, 2, 5, 68, 0, 2, 13, 233, 0]]"
LightGBM,300,0.05,63,-1,0.7641901245962159,0.6694846353307322,0.5917657721123842,0.6164103619507314,8.754865599999903,0.03916700507600564,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8475177304964538, 'Avocado': 0.922882427307206, 'Banana': 0.7311827956989247, 'Grape': 0.7097989949748744, 'Mango': 0.8, 'Melon': 0.5819672131147541, 'Orange': 0.7681818181818182, 'Peach': 1.0, 'Pear': 0.8333333333333334, 'Tomato': 0.8389513108614233, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7177177177177178, 'Avocado': 0.9437621202327084, 'Banana': 0.824696802646086, 'Grape': 0.7215836526181354, 'Mango': 0.5714285714285714, 'Melon': 0.398876404494382, 'Orange': 0.8718830610490111, 'Peach': 0.8505747126436781, 'Pear': 0.31645569620253167, 'Tomato': 0.8842105263157894, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7772357723577236, 'Avocado': 0.9332054969638862, 'Banana': 0.7751295336787565, 'Grape': 0.7156428119062698, 'Mango': 0.6666666666666666, 'Melon': 0.47333333333333333, 'Orange': 0.8167539267015707, 'Peach': 0.9192546583850931, 'Pear': 0.45871559633027525, 'Tomato': 0.8609865470852018, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[239, 4, 20, 14, 2, 2, 30, 0, 0, 17, 5, 0], [0, 1460, 13, 42, 0, 1, 16, 0, 0, 14, 1, 0], [3, 14, 748, 34, 7, 11, 51, 0, 1, 18, 20, 0], [9, 55, 37, 565, 3, 7, 60, 0, 1, 16, 30, 0], [2, 9, 16, 10, 100, 4, 17, 0, 0, 9, 8, 0], [1, 6, 38, 9, 3, 71, 28, 0, 0, 10, 12, 0], [9, 14, 28, 31, 3, 11, 1014, 0, 0, 32, 21, 0], [1, 0, 4, 0, 0, 0, 5, 74, 0, 2, 1, 0], [2, 0, 27, 4, 1, 4, 10, 0, 25, 0, 6, 0], [7, 9, 13, 16, 3, 6, 31, 0, 0, 672, 3, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 11, 79, 71, 3, 5, 58, 0, 3, 11, 239, 0]]"
LightGBM,300,0.1,15,5,0.7406552838024919,0.623553909597666,0.5672820777749535,0.5846203084512176,3.6968768000078853,0.026484325490109744,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8098591549295775, 'Avocado': 0.9088623507228158, 'Banana': 0.7154471544715447, 'Grape': 0.6856060606060606, 'Mango': 0.7045454545454546, 'Melon': 0.5190839694656488, 'Orange': 0.7272727272727273, 'Peach': 0.9358974358974359, 'Pear': 0.6666666666666666, 'Tomato': 0.8094059405940595, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6906906906906907, 'Avocado': 0.9347123464770524, 'Banana': 0.7761852260198456, 'Grape': 0.6934865900383141, 'Mango': 0.5314285714285715, 'Melon': 0.38202247191011235, 'Orange': 0.8460877042132416, 'Peach': 0.8390804597701149, 'Pear': 0.25316455696202533, 'Tomato': 0.8605263157894737, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7455429497568882, 'Avocado': 0.9216061185468452, 'Banana': 0.7445795875198308, 'Grape': 0.6895238095238095, 'Mango': 0.6058631921824105, 'Melon': 0.4401294498381877, 'Orange': 0.7821939586645469, 'Peach': 0.8848484848484849, 'Pear': 0.3669724770642202, 'Tomato': 0.8341836734693877, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[230, 6, 19, 14, 3, 5, 32, 0, 0, 20, 4, 0], [0, 1446, 14, 42, 2, 4, 17, 0, 0, 19, 3, 0], [7, 16, 704, 44, 8, 11, 71, 1, 0, 20, 25, 0], [10, 59, 39, 543, 4, 6, 69, 0, 3, 17, 33, 0], [1, 10, 14, 11, 93, 4, 22, 0, 2, 13, 5, 0], [3, 8, 36, 9, 2, 68, 28, 0, 0, 11, 13, 0], [12, 16, 32, 34, 7, 17, 984, 3, 2, 36, 20, 0], [2, 0, 5, 0, 0, 0, 5, 73, 0, 1, 1, 0], [3, 1, 27, 6, 2, 3, 8, 0, 20, 4, 5, 0], [5, 14, 15, 19, 7, 6, 34, 0, 0, 654, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 15, 79, 70, 4, 7, 83, 1, 3, 13, 203, 0]]"
LightGBM,300,0.1,15,10,0.7421935086909707,0.6425723740693713,0.5719263825107465,0.5924629664288003,3.7315601999871433,0.019789201660620967,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8137931034482758, 'Avocado': 0.9038340666247643, 'Banana': 0.7135575942915392, 'Grape': 0.671990171990172, 'Mango': 0.7950819672131147, 'Melon': 0.5503875968992248, 'Orange': 0.7344674556213018, 'Peach': 0.948051948051948, 'Pear': 0.7692307692307693, 'Tomato': 0.8104738154613467, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7087087087087087, 'Avocado': 0.929541047188106, 'Banana': 0.7717750826901875, 'Grape': 0.698595146871009, 'Mango': 0.5542857142857143, 'Melon': 0.398876404494382, 'Orange': 0.8538263112639725, 'Peach': 0.8390804597701149, 'Pear': 0.25316455696202533, 'Tomato': 0.8552631578947368, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7576243980738363, 'Avocado': 0.9165073295092415, 'Banana': 0.7415254237288136, 'Grape': 0.6850344395742016, 'Mango': 0.6531986531986532, 'Melon': 0.46254071661237783, 'Orange': 0.789662027833002, 'Peach': 0.8902439024390244, 'Pear': 0.38095238095238093, 'Tomato': 0.8322663252240717, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[236, 4, 18, 13, 1, 4, 29, 0, 0, 24, 4, 0], [0, 1438, 15, 52, 0, 5, 17, 0, 0, 19, 1, 0], [3, 20, 700, 45, 5, 12, 73, 1, 0, 20, 28, 0], [10, 64, 43, 547, 6, 6, 63, 0, 1, 13, 30, 0], [1, 8, 18, 10, 97, 3, 20, 0, 1, 12, 5, 0], [3, 7, 33, 8, 1, 71, 25, 0, 0, 14, 16, 0], [14, 16, 32, 40, 3, 14, 993, 3, 2, 33, 13, 0], [2, 0, 5, 0, 0, 0, 5, 73, 0, 1, 1, 0], [2, 1, 30, 6, 1, 2, 8, 0, 20, 2, 7, 0], [8, 17, 12, 18, 4, 7, 39, 0, 1, 650, 4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 16, 75, 75, 4, 5, 80, 0, 1, 14, 208, 0]]"
LightGBM,300,0.1,15,-1,0.7448084910013844,0.6376223092697964,0.5789458427589892,0.5975714593768703,2.6201321999833453,0.02063136440216853,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8245614035087719, 'Avocado': 0.9026381909547738, 'Banana': 0.7195496417604913, 'Grape': 0.6642156862745098, 'Mango': 0.7368421052631579, 'Melon': 0.5434782608695652, 'Orange': 0.7425816023738873, 'Peach': 0.948051948051948, 'Pear': 0.75, 'Tomato': 0.8195488721804511, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7057057057057057, 'Avocado': 0.9288946347769877, 'Banana': 0.7750826901874311, 'Grape': 0.6922094508301405, 'Mango': 0.56, 'Melon': 0.42134831460674155, 'Orange': 0.8607050730868444, 'Peach': 0.8390804597701149, 'Pear': 0.3037974683544304, 'Tomato': 0.8605263157894737, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7605177993527508, 'Avocado': 0.9155782096208984, 'Banana': 0.7462845010615711, 'Grape': 0.6779237023139462, 'Mango': 0.6363636363636364, 'Melon': 0.47468354430379744, 'Orange': 0.7972919155714855, 'Peach': 0.8902439024390244, 'Pear': 0.43243243243243246, 'Tomato': 0.8395378690629012, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[235, 4, 23, 18, 2, 3, 27, 0, 0, 17, 4, 0], [0, 1437, 17, 52, 1, 4, 20, 0, 0, 16, 0, 0], [4, 20, 703, 42, 5, 13, 68, 0, 1, 23, 28, 0], [11, 65, 42, 542, 10, 8, 61, 0, 1, 14, 29, 0], [0, 11, 17, 9, 98, 3, 19, 0, 2, 13, 3, 0], [2, 10, 29, 12, 1, 75, 24, 0, 0, 10, 15, 0], [11, 15, 30, 40, 4, 16, 1001, 3, 1, 34, 8, 0], [2, 0, 4, 0, 0, 0, 6, 73, 0, 1, 1, 0], [1, 1, 24, 8, 1, 2, 9, 1, 24, 1, 7, 0], [8, 15, 12, 18, 6, 8, 35, 0, 0, 654, 4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 14, 76, 75, 5, 6, 78, 0, 3, 15, 206, 0]]"
LightGBM,300,0.1,31,5,0.7497308106445162,0.6426012893769294,0.5786340553960949,0.5983737733263501,3.544097900012275,0.037213690204352744,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8291814946619217, 'Avocado': 0.9145028499050032, 'Banana': 0.7112887112887113, 'Grape': 0.698595146871009, 'Mango': 0.7421875, 'Melon': 0.5177304964539007, 'Orange': 0.7611827141774071, 'Peach': 0.9487179487179487, 'Pear': 0.7586206896551724, 'Tomato': 0.8292079207920792, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.6996996996996997, 'Avocado': 0.9334195216548158, 'Banana': 0.7850055126791621, 'Grape': 0.698595146871009, 'Mango': 0.5428571428571428, 'Melon': 0.4101123595505618, 'Orange': 0.8632846087704213, 'Peach': 0.8505747126436781, 'Pear': 0.27848101265822783, 'Tomato': 0.881578947368421, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.758957654723127, 'Avocado': 0.9238643634037108, 'Banana': 0.7463312368972747, 'Grape': 0.698595146871009, 'Mango': 0.6270627062706271, 'Melon': 0.45768025078369906, 'Orange': 0.8090249798549557, 'Peach': 0.896969696969697, 'Pear': 0.4074074074074074, 'Tomato': 0.8545918367346939, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[233, 6, 22, 12, 3, 7, 27, 0, 0, 17, 6, 0], [0, 1444, 12, 50, 1, 6, 15, 0, 0, 14, 5, 0], [3, 16, 712, 46, 5, 13, 60, 1, 1, 21, 29, 0], [14, 60, 40, 547, 4, 9, 56, 0, 2, 14, 37, 0], [3, 9, 21, 9, 95, 4, 21, 0, 1, 9, 3, 0], [2, 6, 35, 9, 3, 73, 24, 0, 0, 9, 17, 0], [6, 13, 32, 25, 6, 14, 1004, 2, 1, 38, 22, 0], [1, 0, 4, 0, 0, 0, 5, 74, 0, 2, 1, 0], [2, 0, 30, 6, 1, 3, 6, 0, 22, 4, 5, 0], [6, 11, 12, 15, 6, 6, 30, 0, 0, 670, 4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [11, 14, 81, 64, 4, 6, 71, 1, 2, 10, 225, 0]]"
LightGBM,300,0.1,31,10,0.7586525149976927,0.6681132547996341,0.5897704283748616,0.6139618056567361,4.815964399982477,0.028511552070851275,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8480565371024735, 'Avocado': 0.9175062972292192, 'Banana': 0.7284569138276553, 'Grape': 0.697084917617237, 'Mango': 0.8095238095238095, 'Melon': 0.5714285714285714, 'Orange': 0.7706422018348624, 'Peach': 0.9868421052631579, 'Pear': 0.8571428571428571, 'Tomato': 0.8306748466257668, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7207207207207207, 'Avocado': 0.9418228829993536, 'Banana': 0.8015435501653804, 'Grape': 0.70242656449553, 'Mango': 0.5828571428571429, 'Melon': 0.4044943820224719, 'Orange': 0.8667239896818573, 'Peach': 0.8620689655172413, 'Pear': 0.3037974683544304, 'Tomato': 0.8907894736842106, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7792207792207793, 'Avocado': 0.9295055821371611, 'Banana': 0.763254593175853, 'Grape': 0.6997455470737913, 'Mango': 0.6777408637873754, 'Melon': 0.47368421052631576, 'Orange': 0.8158640226628895, 'Peach': 0.9202453987730062, 'Pear': 0.4485981308411215, 'Tomato': 0.8596825396825397, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[240, 5, 21, 12, 2, 4, 27, 0, 0, 16, 6, 0], [0, 1457, 15, 40, 0, 4, 11, 0, 0, 16, 4, 0], [2, 18, 727, 37, 5, 11, 54, 0, 0, 17, 36, 0], [13, 55, 39, 550, 6, 5, 61, 0, 1, 15, 38, 0], [1, 12, 13, 10, 102, 2, 17, 0, 1, 13, 4, 0], [1, 9, 35, 10, 1, 72, 26, 0, 0, 11, 13, 0], [11, 9, 32, 37, 4, 14, 1008, 0, 0, 31, 17, 0], [1, 0, 4, 0, 0, 0, 4, 75, 0, 2, 1, 0], [1, 0, 26, 6, 1, 2, 10, 1, 24, 3, 5, 0], [4, 11, 11, 16, 3, 5, 30, 0, 1, 677, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [9, 12, 75, 71, 2, 7, 60, 0, 1, 14, 238, 0]]"
LightGBM,300,0.1,31,-1,0.7648054145516074,0.6743263151068555,0.5884878765134731,0.6127834855716405,3.897680299996864,0.02521556683314898,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8494623655913979, 'Avocado': 0.918546365914787, 'Banana': 0.7433102081268583, 'Grape': 0.701120797011208, 'Mango': 0.8151260504201681, 'Melon': 0.6030534351145038, 'Orange': 0.7781178270849273, 'Peach': 0.9866666666666667, 'Pear': 0.8695652173913043, 'Tomato': 0.826946847960445, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7117117117117117, 'Avocado': 0.9476405946994182, 'Banana': 0.8269018743109151, 'Grape': 0.719029374201788, 'Mango': 0.5542857142857143, 'Melon': 0.4438202247191011, 'Orange': 0.8744625967325881, 'Peach': 0.8505747126436781, 'Pear': 0.25316455696202533, 'Tomato': 0.8802631578947369, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7745098039215687, 'Avocado': 0.9328666878778238, 'Banana': 0.7828810020876826, 'Grape': 0.7099621689785625, 'Mango': 0.6598639455782312, 'Melon': 0.511326860841424, 'Orange': 0.8234817813765182, 'Peach': 0.9135802469135802, 'Pear': 0.39215686274509803, 'Tomato': 0.8527724665391969, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[237, 6, 20, 11, 0, 3, 27, 0, 0, 22, 7, 0], [0, 1466, 10, 37, 1, 3, 13, 0, 0, 14, 3, 0], [2, 17, 750, 37, 4, 10, 44, 0, 1, 17, 25, 0], [8, 58, 41, 563, 6, 6, 55, 0, 0, 15, 31, 0], [0, 10, 18, 11, 97, 3, 16, 0, 0, 14, 6, 0], [1, 6, 31, 10, 1, 79, 24, 0, 0, 11, 15, 0], [8, 7, 26, 36, 3, 15, 1017, 0, 0, 31, 20, 0], [1, 0, 4, 0, 0, 0, 5, 74, 0, 2, 1, 0], [2, 1, 26, 7, 1, 3, 10, 1, 20, 1, 7, 0], [8, 11, 9, 18, 3, 6, 32, 0, 1, 669, 3, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [12, 14, 74, 73, 3, 3, 64, 0, 1, 13, 232, 0]]"
LightGBM,300,0.1,63,5,0.7485002307337333,0.6415309302387934,0.5786617055455824,0.5986743786573592,3.431553000002168,0.028549100135295033,6501,12,"['Apple', 'Avocado', 'Banana', 'Grape', 'Mango', 'Melon', 'Orange', 'Peach', 'Pear', 'Tomato', 'train', 'validation']","{'Apple': 0.8274647887323944, 'Avocado': 0.9144654088050315, 'Banana': 0.7151576805696847, 'Grape': 0.6897435897435897, 'Mango': 0.7481481481481481, 'Melon': 0.5413533834586466, 'Orange': 0.7537537537537538, 'Peach': 0.948051948051948, 'Pear': 0.7333333333333333, 'Tomato': 0.8268991282689913, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7057057057057057, 'Avocado': 0.9398836457659987, 'Banana': 0.7750826901874311, 'Grape': 0.6871008939974457, 'Mango': 0.5771428571428572, 'Melon': 0.4044943820224719, 'Orange': 0.8632846087704213, 'Peach': 0.8390804597701149, 'Pear': 0.27848101265822783, 'Tomato': 0.8736842105263158, 'train': 0.0, 'validation': 0.0}","{'Apple': 0.7617504051863857, 'Avocado': 0.9270003187759005, 'Banana': 0.7439153439153439, 'Grape': 0.6884197056941779, 'Mango': 0.6516129032258065, 'Melon': 0.4630225080385852, 'Orange': 0.8048096192384769, 'Peach': 0.8902439024390244, 'Pear': 0.4036697247706422, 'Tomato': 0.8496481126039668, 'train': 0.0, 'validation': 0.0}","{'Apple': 333, 'Avocado': 1547, 'Banana': 907, 'Grape': 783, 'Mango': 175, 'Melon': 178, 'Orange': 1163, 'Peach': 87, 'Pear': 79, 'Tomato': 760, 'train': 0, 'validation': 489}","[[235, 4, 22, 13, 1, 3, 32, 0, 0, 18, 5, 0], [0, 1454, 14, 42, 0, 6, 14, 0, 0, 15, 2, 0], [7, 15, 703, 45, 7, 14, 60, 1, 1, 19, 35, 0], [11, 59, 42, 538, 6, 7, 62, 0, 3, 15, 40, 0], [0, 8, 16, 11, 101, 3, 16, 0, 1, 12, 7, 0], [1, 9, 34, 10, 2, 72, 24, 0, 0, 11, 15, 0], [9, 13, 24, 34, 6, 16, 1004, 2, 1, 33, 21, 0], [1, 0, 5, 0, 0, 0, 5, 73, 0, 2, 1, 0], [2, 0, 28, 6, 1, 2, 10, 0, 22, 2, 6, 0], [8, 12, 11, 19, 5, 6, 31, 0, 0, 664, 4, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [10, 16, 84, 62, 6, 4, 74, 1, 2, 12, 218, 0]]"
